Timeline #,Timestamp,Alert ID,Tactic ID,Tactic,Tactic Order,Process,Parent Process,Detection Type,Risk Score,Severity,MITRE Technique,MITRE Name,Destination IP,Registry Path,Detail
597,"Jun 1, 2026 @ 14:23:15.321",AH-1A58EEEF,TA0002,Execution,1,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,,LOLBin Abuse,25,LOW,T1059.001,PowerShell,,,Living-off-the-land binary: powershell.exe
598,"Jun 1, 2026 @ 14:23:15.325",AH-012A247A,TA0002,Execution,1,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,,LOLBin Abuse,25,LOW,T1059.001,PowerShell,,,Living-off-the-land binary: powershell.exe
599,"Jun 1, 2026 @ 14:23:15.456",AH-FB903E2A,TA0002,Execution,1,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,,LOLBin Abuse,25,LOW,T1059.001,PowerShell,,,Living-off-the-land binary: powershell.exe
600,"Jun 1, 2026 @ 14:23:15.569",AH-336B4CC6,TA0002,Execution,1,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,,LOLBin Abuse,25,LOW,T1059.001,PowerShell,,,Living-off-the-land binary: powershell.exe
601,"Jun 1, 2026 @ 14:23:15.588",AH-DF5A0F7C,TA0002,Execution,1,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,,LOLBin Abuse,25,LOW,T1059.001,PowerShell,,,Living-off-the-land binary: powershell.exe
602,"Jun 1, 2026 @ 14:23:15.592",AH-DD1CFE8E,TA0002,Execution,1,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,,LOLBin Abuse,25,LOW,T1059.001,PowerShell,,,Living-off-the-land binary: powershell.exe
603,"Jun 1, 2026 @ 14:23:15.593",AH-094D037D,TA0002,Execution,1,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,,LOLBin Abuse,25,LOW,T1059.001,PowerShell,,,Living-off-the-land binary: powershell.exe
604,"Jun 1, 2026 @ 14:23:15.605",AH-9BF45FC1,TA0002,Execution,1,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,,LOLBin Abuse,25,LOW,T1059.001,PowerShell,,,Living-off-the-land binary: powershell.exe
605,"Jun 1, 2026 @ 14:23:15.633",AH-48D28A63,TA0002,Execution,1,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,,LOLBin Abuse,25,LOW,T1059.001,PowerShell,,,Living-off-the-land binary: powershell.exe
606,"Jun 1, 2026 @ 14:23:15.639",AH-3C77E43E,TA0002,Execution,1,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,,LOLBin Abuse,25,LOW,T1059.001,PowerShell,,,Living-off-the-land binary: powershell.exe
607,"Jun 1, 2026 @ 14:23:15.642",AH-AA996E20,TA0002,Execution,1,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,,LOLBin Abuse,50,MEDIUM,T1059.001,PowerShell,,,Living-off-the-land binary: powershell.exe
608,"Jun 1, 2026 @ 14:23:15.645",AH-E0AFE489,TA0002,Execution,1,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,,LOLBin Abuse,50,MEDIUM,T1059.001,PowerShell,,,Living-off-the-land binary: powershell.exe
609,"Jun 1, 2026 @ 14:23:15.677",AH-041BF8B3,TA0002,Execution,1,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,,LOLBin Abuse,25,LOW,T1059.001,PowerShell,,,Living-off-the-land binary: powershell.exe
610,"Jun 1, 2026 @ 14:23:15.679",AH-57B6AFF9,TA0002,Execution,1,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,,LOLBin Abuse,25,LOW,T1059.001,PowerShell,,,Living-off-the-land binary: powershell.exe
611,"Jun 1, 2026 @ 14:23:15.681",AH-6F43D795,TA0002,Execution,1,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,,LOLBin Abuse,25,LOW,T1059.001,PowerShell,,,Living-off-the-land binary: powershell.exe
612,"Jun 1, 2026 @ 14:23:15.694",AH-8E592E12,TA0002,Execution,1,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,,LOLBin Abuse,25,LOW,T1059.001,PowerShell,,,Living-off-the-land binary: powershell.exe
613,"Jun 1, 2026 @ 14:23:15.741",AH-275A2ADE,TA0002,Execution,1,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,,LOLBin Abuse,25,LOW,T1059.001,PowerShell,,,Living-off-the-land binary: powershell.exe
614,"Jun 1, 2026 @ 14:23:15.744",AH-E0472F92,TA0002,Execution,1,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,,LOLBin Abuse,25,LOW,T1059.001,PowerShell,,,Living-off-the-land binary: powershell.exe
615,"Jun 1, 2026 @ 14:23:15.843",AH-6182B582,TA0002,Execution,1,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,,LOLBin Abuse,25,LOW,T1059.001,PowerShell,,,Living-off-the-land binary: powershell.exe
616,"Jun 1, 2026 @ 14:23:16.458",AH-03EDC294,TA0002,Execution,1,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,,LOLBin Abuse,25,LOW,T1059.001,PowerShell,,,Living-off-the-land binary: powershell.exe
617,"Jun 1, 2026 @ 14:23:16.472",AH-22B4B5B4,TA0002,Execution,1,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,,LOLBin Abuse,50,MEDIUM,T1059.001,PowerShell,,,Living-off-the-land binary: powershell.exe
618,"Jun 1, 2026 @ 14:23:16.475",AH-70650351,TA0002,Execution,1,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,,LOLBin Abuse,25,LOW,T1059.001,PowerShell,,,Living-off-the-land binary: powershell.exe
619,"Jun 1, 2026 @ 14:23:16.478",AH-A3087282,TA0002,Execution,1,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,,LOLBin Abuse,25,LOW,T1059.001,PowerShell,,,Living-off-the-land binary: powershell.exe
620,"Jun 1, 2026 @ 14:23:16.601",AH-20240D6B,TA0002,Execution,1,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,,LOLBin Abuse,25,LOW,T1059.001,PowerShell,,,Living-off-the-land binary: powershell.exe
621,"Jun 1, 2026 @ 14:23:19.684",AH-50EEF7A3,TA0002,Execution,1,C:\Windows\System32\curl.exe,C:\Users\DELL\office_portable_x3.exe,LOLBin Abuse | Recon / IP Discovery,55,MEDIUM,T1016,System Network Config Discovery,,,Living-off-the-land binary: curl.exe ; Recon tool query: curl -s --max-time 10 https://ipinfo.io/country
622,"Jun 1, 2026 @ 14:23:19.748",AH-6D1291D3,TA0002,Execution,1,C:\Windows\System32\curl.exe,,LOLBin Abuse,50,MEDIUM,T1016,System Network Config Discovery,127.0.0.1,,Living-off-the-land binary: curl.exe
623,"Jun 1, 2026 @ 14:23:19.753",AH-1CE9E09F,TA0002,Execution,1,C:\Windows\System32\curl.exe,,LOLBin Abuse | Recon / IP Discovery,55,MEDIUM,T1016,System Network Config Discovery,,,Living-off-the-land binary: curl.exe ; Recon DNS query: ipinfo.io
624,"Jun 1, 2026 @ 14:23:19.773",AH-41EEFF19,TA0002,Execution,1,C:\Windows\System32\curl.exe,,LOLBin Abuse | Recon / IP Discovery,55,MEDIUM,T1016,System Network Config Discovery,,,Living-off-the-land binary: curl.exe ; Recon DNS query: ipinfo.io
625,"Jun 1, 2026 @ 14:23:19.774",AH-F9F97D76,TA0002,Execution,1,C:\Windows\System32\curl.exe,,LOLBin Abuse,50,MEDIUM,T1016,System Network Config Discovery,127.0.0.1,,Living-off-the-land binary: curl.exe
626,"Jun 1, 2026 @ 14:23:19.992",AH-DF59AB28,TA0002,Execution,1,C:\Windows\System32\lsass.exe,,Sigma Match,90,CRITICAL,T1003.001,,,,Unusual process accessing LSASS memory
627,"Jun 1, 2026 @ 14:23:20.066",AH-EBE7BABB,TA0002,Execution,1,C:\Windows\System32\lsass.exe,,Sigma Match,45,MEDIUM,T1003.001,,,,Unusual process accessing LSASS memory
628,"Jun 1, 2026 @ 14:23:20.080",AH-D1FF4094,TA0002,Execution,1,C:\Windows\System32\lsass.exe,,Sigma Match,45,MEDIUM,T1003.001,,,,Unusual process accessing LSASS memory
629,"Jun 1, 2026 @ 14:23:20.146",AH-649C26CE,TA0002,Execution,1,C:\Windows\System32\lsass.exe,,Sigma Match,90,CRITICAL,T1003.001,,,,Unusual process accessing LSASS memory
630,"Jun 1, 2026 @ 14:23:20.157",AH-8FB5CB0E,TA0002,Execution,1,C:\Windows\System32\lsass.exe,,Sigma Match,45,MEDIUM,T1003.001,,,,Unusual process accessing LSASS memory
631,"Jun 1, 2026 @ 14:23:20.172",AH-C977B647,TA0002,Execution,1,C:\Windows\System32\lsass.exe,,Sigma Match,45,MEDIUM,T1003.001,,,,Unusual process accessing LSASS memory
632,"Jun 1, 2026 @ 14:23:20.205",AH-226D6C3C,TA0002,Execution,1,C:\Windows\System32\SearchFilterHost.exe,C:\Windows\System32\SearchIndexer.exe,Rare Parent-Child,15,INFO,,,,,Rare process pair: searchindexer.exe->searchfilterhost.exe
633,"Jun 1, 2026 @ 14:23:20.470",AH-6F1662D7,TA0002,Execution,1,C:\Windows\System32\lsass.exe,,Sigma Match,90,CRITICAL,T1003.001,,,,Unusual process accessing LSASS memory
634,"Jun 1, 2026 @ 14:23:20.786",AH-F87AF2D7,TA0002,Execution,1,C:\Windows\System32\curl.exe,C:\Users\DELL\office_portable_x3.exe,LOLBin Abuse | Recon / IP Discovery,55,MEDIUM,T1016,System Network Config Discovery,,,Living-off-the-land binary: curl.exe ; Recon tool query: curl -s --max-time 10 https://ipinfo.io/country
635,"Jun 1, 2026 @ 14:23:22.923",AH-A57CD02A,TA0002,Execution,1,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,,LOLBin Abuse,25,LOW,T1059.001,PowerShell,,,Living-off-the-land binary: powershell.exe
636,"Jun 1, 2026 @ 14:23:22.935",AH-2471283C,TA0002,Execution,1,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,C:\Program Files\WindowsApps\Microsoft.WindowsTerminal_1.24.11321.0_x64__8wekyb3d8bbwe\WindowsTerminal.exe,LOLBin Abuse | Rare Parent-Child | Suspicious User-Agent / Tool,70,HIGH,T1059.001,PowerShell,,,Rare process pair: windowsterminal.exe->powershell.exe ; Living-off-the-land binary: powershell.exe ; Tool signature in user-agent/command: powershell
637,"Jun 1, 2026 @ 14:23:22.978",AH-04012947,TA0002,Execution,1,C:\Windows\System32\schtasks.exe,C:\Users\DELL\office_portable_x3.exe,LOLBin Abuse | Persistence via Cmdline | Rare Parent-Child | Sigma Match,100,CRITICAL,T1053.005,Scheduled Task,,,Rare process pair: office_portable_x3.exe->schtasks.exe ; Living-off-the-land binary: schtasks.exe ; Persistence command: schtasks /create /tn xuvotopo /xml c:\users\public\pictures\kelotopu\xuvotopo.xml /f ; schtasks creating a task
638,"Jun 1, 2026 @ 14:23:23.175",AH-1D49DA0B,TA0002,Execution,1,C:\Windows\System32\schtasks.exe,,LOLBin Abuse,25,LOW,T1053.005,Scheduled Task,,,Living-off-the-land binary: schtasks.exe
639,"Jun 1, 2026 @ 14:23:23.205",AH-D1899406,TA0002,Execution,1,C:\Windows\System32\schtasks.exe,C:\Users\DELL\office_portable_x3.exe,LOLBin Abuse | Persistence via Cmdline | Rare Parent-Child | Sigma Match,100,CRITICAL,T1053.005,Scheduled Task,,,Rare process pair: office_portable_x3.exe->schtasks.exe ; Living-off-the-land binary: schtasks.exe ; Persistence command: schtasks /create /tn xuvotopo /xml c:\users\public\pictures\kelotopu\xuvotopo.xml /f ; schtasks creating a task
640,"Jun 1, 2026 @ 14:23:25.346",AH-95B6821C,TA0002,Execution,1,C:\Windows\System32\reg.exe,C:\Users\DELL\office_portable_x3.exe,LOLBin Abuse | Sigma Match,70,HIGH,T1547.001,Registry Run Keys / Startup Folder,,,Living-off-the-land binary: reg.exe ; reg.exe adding a Run key entry
641,"Jun 1, 2026 @ 14:23:25.848",AH-9A816A30,TA0002,Execution,1,C:\Windows\System32\reg.exe,,LOLBin Abuse | Persistence | Rare Parent-Child,80,CRITICAL,T1547.001,Registry Run Keys / Startup Folder,,HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\Run\xuvotopo,Rare process pair: -->reg.exe ; Living-off-the-land binary: reg.exe ; Persistence registry path: hklm\software\microsoft\windows\currentversion\run\xuvotopo
642,"Jun 1, 2026 @ 14:23:25.852",AH-F99FA65F,TA0002,Execution,1,C:\Windows\System32\reg.exe,C:\Users\DELL\office_portable_x3.exe,LOLBin Abuse | Sigma Match,70,HIGH,T1547.001,Registry Run Keys / Startup Folder,,,Living-off-the-land binary: reg.exe ; reg.exe adding a Run key entry
643,"Jun 1, 2026 @ 14:23:27.278",AH-F05E1ED1,TA0002,Execution,1,C:\Windows\System32\cmd.exe,C:\Users\DELL\office_portable_x3.exe,LOLBin Abuse,25,LOW,T1059.003,Windows Command Shell,,,Living-off-the-land binary: cmd.exe
644,"Jun 1, 2026 @ 14:23:36.367",AH-56B970D1,TA0002,Execution,1,C:\Windows\System32\lsass.exe,,Sigma Match,45,MEDIUM,T1003.001,,,,Unusual process accessing LSASS memory
645,"Jun 1, 2026 @ 14:23:36.386",AH-5C567604,TA0002,Execution,1,C:\Windows\System32\lsass.exe,,Sigma Match,45,MEDIUM,T1003.001,,,,Unusual process accessing LSASS memory
646,"Jun 1, 2026 @ 14:23:37.003",AH-033A82F3,TA0002,Execution,1,C:\Windows\System32\lsass.exe,,Sigma Match,45,MEDIUM,T1003.001,,,,Unusual process accessing LSASS memory
647,"Jun 1, 2026 @ 14:23:37.022",AH-A2427871,TA0002,Execution,1,C:\Windows\System32\lsass.exe,,Sigma Match,45,MEDIUM,T1003.001,,,,Unusual process accessing LSASS memory
648,"Jun 1, 2026 @ 14:23:40.941",AH-4B4761F2,TA0002,Execution,1,C:\Windows\System32\lsass.exe,,Sigma Match,45,MEDIUM,T1003.001,,,,Unusual process accessing LSASS memory
649,"Jun 1, 2026 @ 14:23:41.030",AH-61F3B6B9,TA0002,Execution,1,C:\Windows\System32\lsass.exe,,Sigma Match,45,MEDIUM,T1003.001,,,,Unusual process accessing LSASS memory
650,"Jun 1, 2026 @ 14:23:58.528",AH-3DEC82ED,TA0002,Execution,1,C:\Windows\System32\lsass.exe,,Sigma Match,45,MEDIUM,T1003.001,,,,Unusual process accessing LSASS memory
651,"Jun 1, 2026 @ 14:23:58.890",AH-799B852B,TA0002,Execution,1,C:\Windows\System32\lsass.exe,,Sigma Match,45,MEDIUM,T1003.001,,,,Unusual process accessing LSASS memory
652,"Jun 1, 2026 @ 14:23:59.533",AH-BAD17DAE,TA0002,Execution,1,C:\Windows\System32\SearchFilterHost.exe,C:\Windows\System32\SearchIndexer.exe,Rare Parent-Child,15,INFO,,,,,Rare process pair: searchindexer.exe->searchfilterhost.exe
653,"Jun 1, 2026 @ 14:24:01.280",AH-539F1F08,TA0002,Execution,1,C:\Windows\System32\SearchFilterHost.exe,,Rare Parent-Child,15,INFO,,,,,Rare process pair: -->searchfilterhost.exe
654,"Jun 1, 2026 @ 14:24:02.219",AH-C6C7A2B2,TA0002,Execution,1,C:\Windows\System32\wscript.exe,C:\Windows\System32\svchost.exe,LOLBin Abuse | Sigma Match | Suspicious Parent-Child | Svchost Script Spawn,100,CRITICAL,T1059.005,Visual Basic,,,"Living-off-the-land binary: wscript.exe ; Suspicious spawn: svchost.exe → wscript.exe ; svchost spawned script engine with suspicious path: ""c:\windows\system32\wscript.exe"" c:\users\public\pictures\kelotopu\xuvotopo.js ; svchost.exe launching a script interpreter"
655,"Jun 1, 2026 @ 14:24:02.346",AH-FE2E5198,TA0002,Execution,1,C:\Windows\System32\wscript.exe,,LOLBin Abuse,25,LOW,T1059.005,Visual Basic,,,Living-off-the-land binary: wscript.exe
656,"Jun 1, 2026 @ 14:24:02.371",AH-B27A8364,TA0002,Execution,1,C:\Windows\System32\wscript.exe,,LOLBin Abuse,25,LOW,T1059.005,Visual Basic,,,Living-off-the-land binary: wscript.exe
657,"Jun 1, 2026 @ 14:24:02.640",AH-3DB717C8,TA0002,Execution,1,C:\Windows\System32\wscript.exe,,LOLBin Abuse,25,LOW,T1059.005,Visual Basic,,,Living-off-the-land binary: wscript.exe
658,"Jun 1, 2026 @ 14:24:02.650",AH-6C6A16E4,TA0002,Execution,1,C:\Windows\System32\wscript.exe,,LOLBin Abuse,25,LOW,T1059.005,Visual Basic,,,Living-off-the-land binary: wscript.exe
659,"Jun 1, 2026 @ 14:24:02.652",AH-5D66969F,TA0002,Execution,1,C:\Windows\System32\wscript.exe,,LOLBin Abuse,25,LOW,T1059.005,Visual Basic,,,Living-off-the-land binary: wscript.exe
660,"Jun 1, 2026 @ 14:24:02.662",AH-AA87ECA9,TA0002,Execution,1,C:\Windows\System32\wscript.exe,,LOLBin Abuse,25,LOW,T1059.005,Visual Basic,,,Living-off-the-land binary: wscript.exe
661,"Jun 1, 2026 @ 14:24:02.664",AH-F9EFD5DA,TA0002,Execution,1,C:\Windows\System32\wscript.exe,,LOLBin Abuse,25,LOW,T1059.005,Visual Basic,,,Living-off-the-land binary: wscript.exe
662,"Jun 1, 2026 @ 14:24:02.674",AH-C7D29042,TA0002,Execution,1,C:\Windows\System32\wscript.exe,,LOLBin Abuse,25,LOW,T1059.005,Visual Basic,,,Living-off-the-land binary: wscript.exe
663,"Jun 1, 2026 @ 14:24:02.678",AH-1E7B89F7,TA0002,Execution,1,C:\Windows\System32\wscript.exe,,LOLBin Abuse,25,LOW,T1059.005,Visual Basic,,,Living-off-the-land binary: wscript.exe
664,"Jun 1, 2026 @ 14:24:03.156",AH-B467142E,TA0002,Execution,1,C:\Windows\System32\wscript.exe,,LOLBin Abuse,50,MEDIUM,T1059.005,Visual Basic,,HKEY_USERS\S-1-5-21-3330616437-3750286687-2521933251-1002\Software\Microsoft\Windows\CurrentVersion\Internet Settings\ZoneMap\ProxyBypass,Living-off-the-land binary: wscript.exe
665,"Jun 1, 2026 @ 14:24:03.157",AH-E0E4288A,TA0002,Execution,1,C:\Windows\System32\wscript.exe,,LOLBin Abuse,50,MEDIUM,T1059.005,Visual Basic,,HKEY_USERS\S-1-5-21-3330616437-3750286687-2521933251-1002\Software\Microsoft\Windows\CurrentVersion\Internet Settings\ZoneMap\UNCAsIntranet,Living-off-the-land binary: wscript.exe
666,"Jun 1, 2026 @ 14:24:11.980",AH-C434713A,TA0002,Execution,1,C:\Windows\System32\smartscreen.exe,C:\Windows\System32\svchost.exe,Rare Parent-Child,15,INFO,,,,,Rare process pair: svchost.exe->smartscreen.exe
667,"Jun 1, 2026 @ 14:24:47.400",AH-F3E6C428,TA0002,Execution,1,C:\Windows\System32\VSSVC.exe,C:\Windows\System32\services.exe,Rare Parent-Child | Rare Process,30,LOW,,,,,Process seen only 2 time(s): vssvc.exe ; Rare process pair: services.exe->vssvc.exe
668,"Jun 1, 2026 @ 14:23:10.561",AH-BF3B4EF1,TA0005,Defense Evasion,2,C:\Windows\System32\cmd.exe,C:\Users\DELL\office_portable_x3.exe,Defense Evasion | LOLBin Abuse | PowerShell Payload | Sigma Match | Suspicious User-Agent / Tool,100,CRITICAL,T1059.003,Windows Command Shell,,,Living-off-the-land binary: cmd.exe ; Suspicious PowerShell keyword in command ; Defense evasion keyword: 'add-mppreference -exclusionpath' ; Tool signature in user-agent/command: powershell
669,"Jun 1, 2026 @ 14:23:10.601",AH-C61B50CB,TA0005,Defense Evasion,2,C:\Windows\System32\cmd.exe,C:\Users\DELL\office_portable_x3.exe,Defense Evasion | EDR Rule Detection | LOLBin Abuse | PowerShell Payload | Sigma Match | Suspicious User-Agent / Tool,100,CRITICAL,T1059.003,Windows Command Shell,,,"Security rule fired on: cmd.exe | C:\Windows\system32\cmd.exe /c ""powershell -Command ""Add-MpPreference -ExclusionPath 'C:\Users\DELL' ; Living-off-the-land binary: cmd.exe ; Suspicious PowerShell keyword in command ; Defense evasion keyword: 'add-mppreference -exclusionpath'"
670,"Jun 1, 2026 @ 14:23:10.672",AH-0ADA40AD,TA0005,Defense Evasion,2,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,C:\Windows\System32\cmd.exe,Defense Evasion | LOLBin Abuse | PowerShell Payload | Sigma Match | Suspicious User-Agent / Tool,100,CRITICAL,T1059.001,PowerShell,,,Living-off-the-land binary: powershell.exe ; Suspicious PowerShell keyword in command ; Defense evasion keyword: 'add-mppreference -exclusionpath' ; Tool signature in user-agent/command: powershell
671,"Jun 1, 2026 @ 14:23:11.974",AH-BB2B2507,TA0005,Defense Evasion,2,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,C:\Windows\System32\cmd.exe,Defense Evasion | EDR Rule Detection | LOLBin Abuse | PowerShell Payload | Sigma Match | Suspicious User-Agent / Tool,100,CRITICAL,T1059.001,PowerShell,,,"Security rule fired on: powershell.exe | powershell  -Command ""Add-MpPreference -ExclusionPath 'C:\Users\DELL'"" ; Living-off-the-land binary: powershell.exe ; Suspicious PowerShell keyword in command ; Defense evasion keyword: 'add-mppreference -exclusionpath'"
672,"Jun 1, 2026 @ 14:23:12.144",AH-65B8243B,TA0005,Defense Evasion,2,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,C:\Windows\System32\cmd.exe,Defense Evasion | LOLBin Abuse | PowerShell Payload | Sigma Match | Suspicious User-Agent / Tool,100,CRITICAL,T1059.001,PowerShell,,,Living-off-the-land binary: powershell.exe ; Suspicious PowerShell keyword in command ; Defense evasion keyword: 'add-mppreference -exclusionpath' ; Tool signature in user-agent/command: powershell
673,"Jun 1, 2026 @ 14:23:12.163",AH-E10068CA,TA0005,Defense Evasion,2,C:\Windows\System32\cmd.exe,C:\Users\DELL\office_portable_x3.exe,Defense Evasion | LOLBin Abuse | PowerShell Payload | Sigma Match | Suspicious User-Agent / Tool,100,CRITICAL,T1059.003,Windows Command Shell,,,Living-off-the-land binary: cmd.exe ; Suspicious PowerShell keyword in command ; Defense evasion keyword: 'add-mppreference -exclusionpath' ; Tool signature in user-agent/command: powershell
674,"Jun 1, 2026 @ 14:23:12.166",AH-F669406F,TA0005,Defense Evasion,2,C:\Windows\System32\cmd.exe,C:\Users\DELL\office_portable_x3.exe,Defense Evasion | LOLBin Abuse | PowerShell Payload | Sigma Match | Suspicious User-Agent / Tool,100,CRITICAL,T1059.003,Windows Command Shell,,,Living-off-the-land binary: cmd.exe ; Suspicious PowerShell keyword in command ; Defense evasion keyword: 'add-mppreference -exclusionpath' ; Tool signature in user-agent/command: powershell
675,"Jun 1, 2026 @ 14:23:12.231",AH-3D080498,TA0005,Defense Evasion,2,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,C:\Windows\System32\cmd.exe,Defense Evasion | LOLBin Abuse | PowerShell Payload | Sigma Match | Suspicious User-Agent / Tool,100,CRITICAL,T1059.001,PowerShell,,,Living-off-the-land binary: powershell.exe ; Suspicious PowerShell keyword in command ; Defense evasion keyword: 'add-mppreference -exclusionpath' ; Tool signature in user-agent/command: powershell
676,"Jun 1, 2026 @ 14:23:13.210",AH-B7B39EC2,TA0005,Defense Evasion,2,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,C:\Windows\System32\cmd.exe,Defense Evasion | EDR Rule Detection | LOLBin Abuse | PowerShell Payload | Sigma Match | Suspicious User-Agent / Tool,100,CRITICAL,T1059.001,PowerShell,,,"Security rule fired on: powershell.exe | powershell  -Command ""Add-MpPreference -ExclusionPath 'C:\Users\Public\Pictures\kelotopu'"" ; Living-off-the-land binary: powershell.exe ; Suspicious PowerShell keyword in command ; Defense evasion keyword: 'add-mppreference -exclusionpath'"
677,"Jun 1, 2026 @ 14:23:13.317",AH-4791C22C,TA0005,Defense Evasion,2,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,C:\Windows\System32\cmd.exe,Defense Evasion | LOLBin Abuse | PowerShell Payload | Sigma Match | Suspicious User-Agent / Tool,100,CRITICAL,T1059.001,PowerShell,,,Living-off-the-land binary: powershell.exe ; Suspicious PowerShell keyword in command ; Defense evasion keyword: 'add-mppreference -exclusionpath' ; Tool signature in user-agent/command: powershell
678,"Jun 1, 2026 @ 14:23:13.334",AH-85F7557A,TA0005,Defense Evasion,2,C:\Windows\System32\cmd.exe,C:\Users\DELL\office_portable_x3.exe,Defense Evasion | LOLBin Abuse | PowerShell Payload | Sigma Match | Suspicious User-Agent / Tool,100,CRITICAL,T1059.003,Windows Command Shell,,,Living-off-the-land binary: cmd.exe ; Suspicious PowerShell keyword in command ; Defense evasion keyword: 'add-mppreference -exclusionpath' ; Tool signature in user-agent/command: powershell
679,"Jun 1, 2026 @ 14:23:13.336",AH-57518A36,TA0005,Defense Evasion,2,C:\Windows\System32\cmd.exe,C:\Users\DELL\office_portable_x3.exe,Defense Evasion | LOLBin Abuse | PowerShell Payload | Sigma Match | Suspicious User-Agent / Tool,100,CRITICAL,T1059.003,Windows Command Shell,,,Living-off-the-land binary: cmd.exe ; Suspicious PowerShell keyword in command ; Defense evasion keyword: 'add-mppreference -exclusionpath' ; Tool signature in user-agent/command: powershell
