IOC Type,IOC Value,Source,Context,Timestamp,Risk,TI Verdict,TI Tags,TI Confidence
File Path,C:\Windows\Temp\{78D4DDB5-69A4-4E33-8D81-C18D0FEE1B6E}\.ba\1029\thm.wxl,file.path,Process: C:\Windows\Temp\{20A855C1-AE88-4232-8344-2B69A1F8BD6B}\.cr\v,"Jun 1, 2026 @ 14:21:44.614",Medium,Unknown,,0
File Path,C:\Windows\Temp\{78D4DDB5-69A4-4E33-8D81-C18D0FEE1B6E}\.ba\1029\license.rtf,file.path,Process: C:\Windows\Temp\{20A855C1-AE88-4232-8344-2B69A1F8BD6B}\.cr\v,"Jun 1, 2026 @ 14:21:44.615",Medium,Unknown,,0
File Path,C:\Windows\Temp\{78D4DDB5-69A4-4E33-8D81-C18D0FEE1B6E}\.ba\1031\thm.wxl,file.path,Process: C:\Windows\Temp\{20A855C1-AE88-4232-8344-2B69A1F8BD6B}\.cr\v,"Jun 1, 2026 @ 14:21:44.617",Medium,Unknown,,0
File Path,C:\Windows\Temp\{78D4DDB5-69A4-4E33-8D81-C18D0FEE1B6E}\.ba\1031\license.rtf,file.path,Process: C:\Windows\Temp\{20A855C1-AE88-4232-8344-2B69A1F8BD6B}\.cr\v,"Jun 1, 2026 @ 14:21:44.618",Medium,Unknown,,0
File Path,C:\Windows\Temp\{78D4DDB5-69A4-4E33-8D81-C18D0FEE1B6E}\.ba\1036\thm.wxl,file.path,Process: C:\Windows\Temp\{20A855C1-AE88-4232-8344-2B69A1F8BD6B}\.cr\v,"Jun 1, 2026 @ 14:21:44.619",Medium,Unknown,,0
File Path,C:\Windows\Temp\{78D4DDB5-69A4-4E33-8D81-C18D0FEE1B6E}\.ba\1036\license.rtf,file.path,Process: C:\Windows\Temp\{20A855C1-AE88-4232-8344-2B69A1F8BD6B}\.cr\v,"Jun 1, 2026 @ 14:21:44.620",Medium,Unknown,,0
File Path,C:\Windows\Temp\{78D4DDB5-69A4-4E33-8D81-C18D0FEE1B6E}\.ba\1040\thm.wxl,file.path,Process: C:\Windows\Temp\{20A855C1-AE88-4232-8344-2B69A1F8BD6B}\.cr\v,"Jun 1, 2026 @ 14:21:44.622",Medium,Unknown,,0
File Path,C:\Windows\Temp\{78D4DDB5-69A4-4E33-8D81-C18D0FEE1B6E}\.ba\1040\license.rtf,file.path,Process: C:\Windows\Temp\{20A855C1-AE88-4232-8344-2B69A1F8BD6B}\.cr\v,"Jun 1, 2026 @ 14:21:44.623",Medium,Unknown,,0
File Path,C:\Windows\Temp\{78D4DDB5-69A4-4E33-8D81-C18D0FEE1B6E}\.ba\1041\thm.wxl,file.path,Process: C:\Windows\Temp\{20A855C1-AE88-4232-8344-2B69A1F8BD6B}\.cr\v,"Jun 1, 2026 @ 14:21:44.624",Medium,Unknown,,0
File Path,C:\Windows\Temp\{78D4DDB5-69A4-4E33-8D81-C18D0FEE1B6E}\.ba\1041\license.rtf,file.path,Process: C:\Windows\Temp\{20A855C1-AE88-4232-8344-2B69A1F8BD6B}\.cr\v,"Jun 1, 2026 @ 14:21:44.626",Medium,Unknown,,0
File Path,C:\Windows\Temp\{78D4DDB5-69A4-4E33-8D81-C18D0FEE1B6E}\.ba\1042\thm.wxl,file.path,Process: C:\Windows\Temp\{20A855C1-AE88-4232-8344-2B69A1F8BD6B}\.cr\v,"Jun 1, 2026 @ 14:21:44.627",Medium,Unknown,,0
File Path,C:\Windows\Temp\{78D4DDB5-69A4-4E33-8D81-C18D0FEE1B6E}\.ba\1042\license.rtf,file.path,Process: C:\Windows\Temp\{20A855C1-AE88-4232-8344-2B69A1F8BD6B}\.cr\v,"Jun 1, 2026 @ 14:21:44.628",Medium,Unknown,,0
File Path,C:\Windows\Temp\{78D4DDB5-69A4-4E33-8D81-C18D0FEE1B6E}\.ba\1045\thm.wxl,file.path,Process: C:\Windows\Temp\{20A855C1-AE88-4232-8344-2B69A1F8BD6B}\.cr\v,"Jun 1, 2026 @ 14:21:44.630",Medium,Unknown,,0
File Path,C:\Windows\Temp\{78D4DDB5-69A4-4E33-8D81-C18D0FEE1B6E}\.ba\1045\license.rtf,file.path,Process: C:\Windows\Temp\{20A855C1-AE88-4232-8344-2B69A1F8BD6B}\.cr\v,"Jun 1, 2026 @ 14:21:44.631",Medium,Unknown,,0
File Path,C:\Windows\Temp\{78D4DDB5-69A4-4E33-8D81-C18D0FEE1B6E}\.ba\1046\thm.wxl,file.path,Process: C:\Windows\Temp\{20A855C1-AE88-4232-8344-2B69A1F8BD6B}\.cr\v,"Jun 1, 2026 @ 14:21:44.632",Medium,Unknown,,0
File Path,C:\Windows\Temp\{78D4DDB5-69A4-4E33-8D81-C18D0FEE1B6E}\.ba\1046\license.rtf,file.path,Process: C:\Windows\Temp\{20A855C1-AE88-4232-8344-2B69A1F8BD6B}\.cr\v,"Jun 1, 2026 @ 14:21:44.633",Medium,Unknown,,0
File Path,C:\Windows\Temp\{78D4DDB5-69A4-4E33-8D81-C18D0FEE1B6E}\.ba\1049\thm.wxl,file.path,Process: C:\Windows\Temp\{20A855C1-AE88-4232-8344-2B69A1F8BD6B}\.cr\v,"Jun 1, 2026 @ 14:21:44.635",Medium,Unknown,,0
File Path,C:\Windows\Temp\{78D4DDB5-69A4-4E33-8D81-C18D0FEE1B6E}\.ba\1049\license.rtf,file.path,Process: C:\Windows\Temp\{20A855C1-AE88-4232-8344-2B69A1F8BD6B}\.cr\v,"Jun 1, 2026 @ 14:21:44.636",Medium,Unknown,,0
File Path,C:\Windows\Temp\{78D4DDB5-69A4-4E33-8D81-C18D0FEE1B6E}\.ba\1055\thm.wxl,file.path,Process: C:\Windows\Temp\{20A855C1-AE88-4232-8344-2B69A1F8BD6B}\.cr\v,"Jun 1, 2026 @ 14:21:44.637",Medium,Unknown,,0
File Path,C:\Windows\Temp\{78D4DDB5-69A4-4E33-8D81-C18D0FEE1B6E}\.ba\1055\license.rtf,file.path,Process: C:\Windows\Temp\{20A855C1-AE88-4232-8344-2B69A1F8BD6B}\.cr\v,"Jun 1, 2026 @ 14:21:44.639",Medium,Unknown,,0
File Path,C:\Windows\Temp\{78D4DDB5-69A4-4E33-8D81-C18D0FEE1B6E}\.ba\2052\thm.wxl,file.path,Process: C:\Windows\Temp\{20A855C1-AE88-4232-8344-2B69A1F8BD6B}\.cr\v,"Jun 1, 2026 @ 14:21:44.640",Medium,Unknown,,0
File Path,C:\Windows\Temp\{78D4DDB5-69A4-4E33-8D81-C18D0FEE1B6E}\.ba\2052\license.rtf,file.path,Process: C:\Windows\Temp\{20A855C1-AE88-4232-8344-2B69A1F8BD6B}\.cr\v,"Jun 1, 2026 @ 14:21:44.642",Medium,Unknown,,0
File Path,C:\Windows\Temp\{78D4DDB5-69A4-4E33-8D81-C18D0FEE1B6E}\.ba\3082\thm.wxl,file.path,Process: C:\Windows\Temp\{20A855C1-AE88-4232-8344-2B69A1F8BD6B}\.cr\v,"Jun 1, 2026 @ 14:21:44.643",Medium,Unknown,,0
File Path,C:\Windows\Temp\{78D4DDB5-69A4-4E33-8D81-C18D0FEE1B6E}\.ba\3082\license.rtf,file.path,Process: C:\Windows\Temp\{20A855C1-AE88-4232-8344-2B69A1F8BD6B}\.cr\v,"Jun 1, 2026 @ 14:21:44.644",Medium,Unknown,,0
File Path,C:\Windows\Temp\{78D4DDB5-69A4-4E33-8D81-C18D0FEE1B6E}\.ba\BootstrapperApplicationData.xml,file.path,Process: C:\Windows\Temp\{20A855C1-AE88-4232-8344-2B69A1F8BD6B}\.cr\v,"Jun 1, 2026 @ 14:21:44.645",Medium,Unknown,,0
File Path,C:\Windows\Temp\{78D4DDB5-69A4-4E33-8D81-C18D0FEE1B6E}\.be\VC_redist.x64.exe,file.path,Process: C:\Windows\Temp\{20A855C1-AE88-4232-8344-2B69A1F8BD6B}\.cr\v,"Jun 1, 2026 @ 14:21:44.974",Medium,Unknown,,0
File Path,C:\ProgramData\Package Cache\{d8bbe9f9-7c5b-42c6-b715-9ee898a2e515}\state.rsm,file.path,Process: C:\Windows\Temp\{78D4DDB5-69A4-4E33-8D81-C18D0FEE1B6E}\.be\V,"Jun 1, 2026 @ 14:21:45.749",Medium,Unknown,,0
File Path,C:\Users\DELL\AppData\Local\Temp\dd_vcredist_amd64_20260601142144.log,file.path,Process: C:\Windows\Temp\{20A855C1-AE88-4232-8344-2B69A1F8BD6B}\.cr\v,"Jun 1, 2026 @ 14:21:45.830",Medium,Unknown,,0
File Path,C:\Windows\Temp\{27E1843A-2F51-4486-B11C-361AB8D51008}\.cr\vc_redist.x86.exe,file.path,Process: C:\Program Files\Microsoft Office\root\Integration\Addons\vc,"Jun 1, 2026 @ 14:21:45.957",Medium,Unknown,,0
File Path,C:\Windows\Temp\{4D6017BE-87C2-47B2-8E1B-AA3353D660BA}\.ba\wixstdba.dll,file.path,Process: C:\Windows\Temp\{27E1843A-2F51-4486-B11C-361AB8D51008}\.cr\v,"Jun 1, 2026 @ 14:21:46.326",Medium,Unknown,,0
File Path,C:\Windows\Temp\{4D6017BE-87C2-47B2-8E1B-AA3353D660BA}\.ba\thm.xml,file.path,Process: C:\Windows\Temp\{27E1843A-2F51-4486-B11C-361AB8D51008}\.cr\v,"Jun 1, 2026 @ 14:21:46.327",Medium,Unknown,,0
File Path,C:\Windows\Temp\{4D6017BE-87C2-47B2-8E1B-AA3353D660BA}\.ba\thm.wxl,file.path,Process: C:\Windows\Temp\{27E1843A-2F51-4486-B11C-361AB8D51008}\.cr\v,"Jun 1, 2026 @ 14:21:46.328",Medium,Unknown,,0
File Path,C:\Windows\Temp\{4D6017BE-87C2-47B2-8E1B-AA3353D660BA}\.ba\logo.png,file.path,Process: C:\Windows\Temp\{27E1843A-2F51-4486-B11C-361AB8D51008}\.cr\v,"Jun 1, 2026 @ 14:21:46.329",Medium,Unknown,,0
File Path,C:\Windows\Temp\{4D6017BE-87C2-47B2-8E1B-AA3353D660BA}\.ba\license.rtf,file.path,Process: C:\Windows\Temp\{27E1843A-2F51-4486-B11C-361AB8D51008}\.cr\v,"Jun 1, 2026 @ 14:21:46.330",Medium,Unknown,,0
File Path,C:\Windows\Temp\{4D6017BE-87C2-47B2-8E1B-AA3353D660BA}\.ba\1028\thm.wxl,file.path,Process: C:\Windows\Temp\{27E1843A-2F51-4486-B11C-361AB8D51008}\.cr\v,"Jun 1, 2026 @ 14:21:46.333",Medium,Unknown,,0
File Path,C:\Windows\Temp\{4D6017BE-87C2-47B2-8E1B-AA3353D660BA}\.ba\1028\license.rtf,file.path,Process: C:\Windows\Temp\{27E1843A-2F51-4486-B11C-361AB8D51008}\.cr\v,"Jun 1, 2026 @ 14:21:46.334",Medium,Unknown,,0
File Path,C:\Windows\Temp\{4D6017BE-87C2-47B2-8E1B-AA3353D660BA}\.ba\1029\thm.wxl,file.path,Process: C:\Windows\Temp\{27E1843A-2F51-4486-B11C-361AB8D51008}\.cr\v,"Jun 1, 2026 @ 14:21:46.335",Medium,Unknown,,0
File Path,C:\Windows\Temp\{4D6017BE-87C2-47B2-8E1B-AA3353D660BA}\.ba\1029\license.rtf,file.path,Process: C:\Windows\Temp\{27E1843A-2F51-4486-B11C-361AB8D51008}\.cr\v,"Jun 1, 2026 @ 14:21:46.337",Medium,Unknown,,0
File Path,C:\Windows\Temp\{4D6017BE-87C2-47B2-8E1B-AA3353D660BA}\.ba\1031\thm.wxl,file.path,Process: C:\Windows\Temp\{27E1843A-2F51-4486-B11C-361AB8D51008}\.cr\v,"Jun 1, 2026 @ 14:21:46.339",Medium,Unknown,,0
File Path,C:\Windows\Temp\{4D6017BE-87C2-47B2-8E1B-AA3353D660BA}\.ba\1031\license.rtf,file.path,Process: C:\Windows\Temp\{27E1843A-2F51-4486-B11C-361AB8D51008}\.cr\v,"Jun 1, 2026 @ 14:21:46.340",Medium,Unknown,,0
File Path,C:\Windows\Temp\{4D6017BE-87C2-47B2-8E1B-AA3353D660BA}\.ba\1036\thm.wxl,file.path,Process: C:\Windows\Temp\{27E1843A-2F51-4486-B11C-361AB8D51008}\.cr\v,"Jun 1, 2026 @ 14:21:46.341",Medium,Unknown,,0
File Path,C:\Windows\Temp\{4D6017BE-87C2-47B2-8E1B-AA3353D660BA}\.ba\1036\license.rtf,file.path,Process: C:\Windows\Temp\{27E1843A-2F51-4486-B11C-361AB8D51008}\.cr\v,"Jun 1, 2026 @ 14:21:46.342",Medium,Unknown,,0
File Path,C:\Windows\Temp\{4D6017BE-87C2-47B2-8E1B-AA3353D660BA}\.ba\1040\thm.wxl,file.path,Process: C:\Windows\Temp\{27E1843A-2F51-4486-B11C-361AB8D51008}\.cr\v,"Jun 1, 2026 @ 14:21:46.344",Medium,Unknown,,0
File Path,C:\Windows\Temp\{4D6017BE-87C2-47B2-8E1B-AA3353D660BA}\.ba\1040\license.rtf,file.path,Process: C:\Windows\Temp\{27E1843A-2F51-4486-B11C-361AB8D51008}\.cr\v,"Jun 1, 2026 @ 14:21:46.345",Medium,Unknown,,0
File Path,C:\Windows\Temp\{4D6017BE-87C2-47B2-8E1B-AA3353D660BA}\.ba\1041\thm.wxl,file.path,Process: C:\Windows\Temp\{27E1843A-2F51-4486-B11C-361AB8D51008}\.cr\v,"Jun 1, 2026 @ 14:21:46.346",Medium,Unknown,,0
File Path,C:\Windows\Temp\{4D6017BE-87C2-47B2-8E1B-AA3353D660BA}\.ba\1041\license.rtf,file.path,Process: C:\Windows\Temp\{27E1843A-2F51-4486-B11C-361AB8D51008}\.cr\v,"Jun 1, 2026 @ 14:21:46.347",Medium,Unknown,,0
File Path,C:\Windows\Temp\{4D6017BE-87C2-47B2-8E1B-AA3353D660BA}\.ba\1042\thm.wxl,file.path,Process: C:\Windows\Temp\{27E1843A-2F51-4486-B11C-361AB8D51008}\.cr\v,"Jun 1, 2026 @ 14:21:46.349",Medium,Unknown,,0
File Path,C:\Windows\Temp\{4D6017BE-87C2-47B2-8E1B-AA3353D660BA}\.ba\1042\license.rtf,file.path,Process: C:\Windows\Temp\{27E1843A-2F51-4486-B11C-361AB8D51008}\.cr\v,"Jun 1, 2026 @ 14:21:46.350",Medium,Unknown,,0
File Path,C:\Windows\Temp\{4D6017BE-87C2-47B2-8E1B-AA3353D660BA}\.ba\1045\thm.wxl,file.path,Process: C:\Windows\Temp\{27E1843A-2F51-4486-B11C-361AB8D51008}\.cr\v,"Jun 1, 2026 @ 14:21:46.351",Medium,Unknown,,0
File Path,C:\Windows\Temp\{4D6017BE-87C2-47B2-8E1B-AA3353D660BA}\.ba\1045\license.rtf,file.path,Process: C:\Windows\Temp\{27E1843A-2F51-4486-B11C-361AB8D51008}\.cr\v,"Jun 1, 2026 @ 14:21:46.352",Medium,Unknown,,0
File Path,C:\Windows\Temp\{4D6017BE-87C2-47B2-8E1B-AA3353D660BA}\.ba\1046\thm.wxl,file.path,Process: C:\Windows\Temp\{27E1843A-2F51-4486-B11C-361AB8D51008}\.cr\v,"Jun 1, 2026 @ 14:21:46.355",Medium,Unknown,,0
File Path,C:\Windows\Temp\{4D6017BE-87C2-47B2-8E1B-AA3353D660BA}\.ba\1046\license.rtf,file.path,Process: C:\Windows\Temp\{27E1843A-2F51-4486-B11C-361AB8D51008}\.cr\v,"Jun 1, 2026 @ 14:21:46.356",Medium,Unknown,,0
File Path,C:\Windows\Temp\{4D6017BE-87C2-47B2-8E1B-AA3353D660BA}\.ba\1049\thm.wxl,file.path,Process: C:\Windows\Temp\{27E1843A-2F51-4486-B11C-361AB8D51008}\.cr\v,"Jun 1, 2026 @ 14:21:46.357",Medium,Unknown,,0
File Path,C:\Windows\Temp\{4D6017BE-87C2-47B2-8E1B-AA3353D660BA}\.ba\1049\license.rtf,file.path,Process: C:\Windows\Temp\{27E1843A-2F51-4486-B11C-361AB8D51008}\.cr\v,"Jun 1, 2026 @ 14:21:46.358",Medium,Unknown,,0
File Path,C:\Windows\Temp\{4D6017BE-87C2-47B2-8E1B-AA3353D660BA}\.ba\1055\thm.wxl,file.path,Process: C:\Windows\Temp\{27E1843A-2F51-4486-B11C-361AB8D51008}\.cr\v,"Jun 1, 2026 @ 14:21:46.360",Medium,Unknown,,0
File Path,C:\Windows\Temp\{4D6017BE-87C2-47B2-8E1B-AA3353D660BA}\.ba\1055\license.rtf,file.path,Process: C:\Windows\Temp\{27E1843A-2F51-4486-B11C-361AB8D51008}\.cr\v,"Jun 1, 2026 @ 14:21:46.361",Medium,Unknown,,0
File Path,C:\Windows\Temp\{4D6017BE-87C2-47B2-8E1B-AA3353D660BA}\.ba\2052\thm.wxl,file.path,Process: C:\Windows\Temp\{27E1843A-2F51-4486-B11C-361AB8D51008}\.cr\v,"Jun 1, 2026 @ 14:21:46.364",Medium,Unknown,,0
File Path,C:\Windows\Temp\{4D6017BE-87C2-47B2-8E1B-AA3353D660BA}\.ba\2052\license.rtf,file.path,Process: C:\Windows\Temp\{27E1843A-2F51-4486-B11C-361AB8D51008}\.cr\v,"Jun 1, 2026 @ 14:21:46.365",Medium,Unknown,,0
File Path,C:\Windows\Temp\{4D6017BE-87C2-47B2-8E1B-AA3353D660BA}\.ba\3082\thm.wxl,file.path,Process: C:\Windows\Temp\{27E1843A-2F51-4486-B11C-361AB8D51008}\.cr\v,"Jun 1, 2026 @ 14:21:46.366",Medium,Unknown,,0
File Path,C:\Windows\Temp\{4D6017BE-87C2-47B2-8E1B-AA3353D660BA}\.ba\3082\license.rtf,file.path,Process: C:\Windows\Temp\{27E1843A-2F51-4486-B11C-361AB8D51008}\.cr\v,"Jun 1, 2026 @ 14:21:46.367",Medium,Unknown,,0
File Path,C:\Windows\Temp\{4D6017BE-87C2-47B2-8E1B-AA3353D660BA}\.ba\BootstrapperApplicationData.xml,file.path,Process: C:\Windows\Temp\{27E1843A-2F51-4486-B11C-361AB8D51008}\.cr\v,"Jun 1, 2026 @ 14:21:46.368",Medium,Unknown,,0
File Path,C:\Windows\Temp\{4D6017BE-87C2-47B2-8E1B-AA3353D660BA}\.be\VC_redist.x86.exe,file.path,Process: C:\Windows\Temp\{27E1843A-2F51-4486-B11C-361AB8D51008}\.cr\v,"Jun 1, 2026 @ 14:21:46.981",Medium,Unknown,,0
File Path,C:\ProgramData\Package Cache\{0b5169e3-39da-4313-808e-1f9c0407f3bf}\state.rsm,file.path,Process: C:\Windows\Temp\{4D6017BE-87C2-47B2-8E1B-AA3353D660BA}\.be\V,"Jun 1, 2026 @ 14:21:47.342",Medium,Unknown,,0
File Path,C:\Users\DELL\AppData\Local\Temp\dd_vcredist_x86_20260601142146.log,file.path,Process: C:\Windows\Temp\{27E1843A-2F51-4486-B11C-361AB8D51008}\.cr\v,"Jun 1, 2026 @ 14:21:47.402",Medium,Unknown,,0
File Path,C:\Users\DELL\AppData\Local\Temp\{2DFC003B-5E0F-4690-8E5C-D4A3045ABA7D} - OProcSessId.dat,file.path,Process: C:\Program Files\Microsoft Office\root\vfs\ProgramFilesCommo,"Jun 1, 2026 @ 14:21:57.551",Medium,Unknown,,0
File Path,C:\Users\DELL\AppData\Local\Temp\{83a7b31e-d67c-4f19-baef-41c3e6404f1b}.png,file.path,Process: C:\Windows\explorer.exe,"Jun 1, 2026 @ 14:21:57.994",Medium,Unknown,,0
File Path,C:\Users\DELL\AppData\Local\Temp\{dd4af201-dbb4-4743-944e-0e1ce635d258}.png,file.path,Process: C:\Windows\explorer.exe,"Jun 1, 2026 @ 14:21:58.039",Medium,Unknown,,0
File Path,C:\Users\DELL\AppData\Local\Temp\{83115d11-b386-4a29-878b-d2bc01327358}.png,file.path,Process: C:\Windows\explorer.exe,"Jun 1, 2026 @ 14:21:58.075",Medium,Unknown,,0
File Path,C:\Users\DELL\AppData\Local\Temp\DESKTOP-MPJ4I7R-20260601-1416b.log,file.path,Process: C:\Program Files\Common Files\microsoft shared\ClickToRun\Of,"Jun 1, 2026 @ 14:21:58.128",Medium,Unknown,,0
File Path,C:\Users\DELL\AppData\Local\Microsoft\Office\OTele\olicenseheartbeat.exe.db-shm,file.path,Process: C:\Program Files\Microsoft Office\root\vfs\ProgramFilesCommo,"Jun 1, 2026 @ 14:22:00.071",Medium,Unknown,,0
File Path,C:\Users\DELL\AppData\Local\Microsoft\Office\OTele\olicenseheartbeat.exe.db-wal,file.path,Process: C:\Program Files\Microsoft Office\root\vfs\ProgramFilesCommo,"Jun 1, 2026 @ 14:22:00.072",Medium,Unknown,,0
File Path,C:\Users\DELL\AppData\Local\Microsoft\Office\OTele\officeclicktorun.exe.db-shm,file.path,Process: C:\Program Files\Common Files\microsoft shared\ClickToRun\Of,"Jun 1, 2026 @ 14:22:00.170",Medium,Unknown,,0
File Path,C:\Users\DELL\AppData\Local\Microsoft\Office\OTele\officeclicktorun.exe.db-wal,file.path,Process: C:\Program Files\Common Files\microsoft shared\ClickToRun\Of,"Jun 1, 2026 @ 14:22:00.171",Medium,Unknown,,0
File Path,C:\Users\DELL\AppData\Local\Temp\officeclicktorun.exe_c2ruidll(20260601141638787C).log,file.path,Process: C:\Program Files\Common Files\microsoft shared\ClickToRun\Of,"Jun 1, 2026 @ 14:22:00.193",Medium,Unknown,,0
File Path,C:\Users\DELL\AppData\Local\Temp\DESKTOP-MPJ4I7R-20260601-1416a.log,file.path,Process: C:\Users\DELL\Downloads\microsoft-365-16-0-19725-20152.exe,"Jun 1, 2026 @ 14:22:00.241",Medium,Unknown,,0
File Path,C:\Users\DELL\Downloads\microsoft-365-16-0-19725-20152.exe,process.executable,Process: C:\Users\DELL\Downloads\microsoft-365-16-0-19725-20152.exe,"Jun 1, 2026 @ 14:22:00.241",Medium,Unknown,,0
File Path,C:\Users\Sarthak_Primus\AppData\Local\Packages\MSTeams_8wekyb3d8bbwe\LocalCache\Microsoft\MSTeams\EBWebView\WV2Profile_tfw\Network\fd1d92a4-aa8c-4449-b464-5c89307a383e.tmp,file.path,Process: C:\Program Files (x86)\Microsoft\EdgeWebView\Application\148,"Jun 1, 2026 @ 14:22:00.296",Medium,Unknown,,0
File Path,C:\Users\Sarthak_Primus\AppData\Local\Packages\MSTeams_8wekyb3d8bbwe\LocalCache\Microsoft\MSTeams\EBWebView\WV2Profile_tfw\Network\317892d8-7053-4986-9354-f71f7c2434a5.tmp,file.path,Process: C:\Program Files (x86)\Microsoft\EdgeWebView\Application\148,"Jun 1, 2026 @ 14:22:00.306",Medium,Unknown,,0
File Path,C:\Users\Sarthak_Primus\AppData\Local\Packages\MSTeams_8wekyb3d8bbwe\LocalCache\Microsoft\MSTeams\EBWebView\WV2Profile_tfw\Network\Network Persistent State,file.path,Process: C:\Program Files (x86)\Microsoft\EdgeWebView\Application\148,"Jun 1, 2026 @ 14:22:00.339",Medium,Unknown,,0
File Path,C:\Users\DELL\AppData\Local\Temp\DESKTOP-MPJ4I7R-20260601-1416.log,file.path,Process: C:\Users\DELL\Downloads\microsoft-365-16-0-19725-20152.exe,"Jun 1, 2026 @ 14:22:02.458",Medium,Unknown,,0
File Path,C:\Users\DELL\AppData\Local\Microsoft\Office\OTele\microsoft-365-16-0-19725-20152.exe.db-shm,file.path,Process: C:\Users\DELL\Downloads\microsoft-365-16-0-19725-20152.exe,"Jun 1, 2026 @ 14:22:04.604",Medium,Unknown,,0
File Path,C:\Users\DELL\AppData\Local\Microsoft\Office\OTele\microsoft-365-16-0-19725-20152.exe.db-wal,file.path,Process: C:\Users\DELL\Downloads\microsoft-365-16-0-19725-20152.exe,"Jun 1, 2026 @ 14:22:04.607",Medium,Unknown,,0
File Path,C:\Users\DELL\AppData\Local\Temp\DESKTOP-MPJ4I7R-20260601-1422.log,file.path,Process: C:\Program Files\Common Files\microsoft shared\ClickToRun\Of,"Jun 1, 2026 @ 14:22:05.384",Medium,Unknown,,0
File Path,C:\Users\DELL\AppData\Local\Microsoft\Office\16.0\officeclicktorun.exe_Rules\rule224902v5.xml,file.path,Process: C:\Program Files\Common Files\microsoft shared\ClickToRun\Of,"Jun 1, 2026 @ 14:22:07.443",Medium,Unknown,,0
File Path,C:\Users\DELL\AppData\Local\Microsoft\Office\16.0\officeclicktorun.exe_Rules\rule224900v1.xml,file.path,Process: C:\Program Files\Common Files\microsoft shared\ClickToRun\Of,"Jun 1, 2026 @ 14:22:07.445",Medium,Unknown,,0
File Path,C:\Users\DELL\AppData\Local\Microsoft\Office\16.0\officeclicktorun.exe_Rules\rule224902v4.xml,file.path,Process: C:\Program Files\Common Files\microsoft shared\ClickToRun\Of,"Jun 1, 2026 @ 14:22:07.446",Medium,Unknown,,0
File Path,C:\Users\DELL\AppData\Local\Microsoft\Office\16.0\officeclicktorun.exe_Rules\rule120600v6.xml,file.path,Process: C:\Program Files\Common Files\microsoft shared\ClickToRun\Of,"Jun 1, 2026 @ 14:22:07.448",Medium,Unknown,,0
File Path,C:\Users\DELL\AppData\Local\Microsoft\Office\16.0\officeclicktorun.exe_Rules\rule120100v3.xml,file.path,Process: C:\Program Files\Common Files\microsoft shared\ClickToRun\Of,"Jun 1, 2026 @ 14:22:07.449",Medium,Unknown,,0
File Path,C:\Users\DELL\AppData\Local\Microsoft\Office\16.0\officeclicktorun.exe_Rules\rule120608v0.xml,file.path,Process: C:\Program Files\Common Files\microsoft shared\ClickToRun\Of,"Jun 1, 2026 @ 14:22:07.451",Medium,Unknown,,0
File Path,C:\Users\DELL\AppData\Local\Microsoft\Office\16.0\officeclicktorun.exe_Rules\rule120609v0.xml,file.path,Process: C:\Program Files\Common Files\microsoft shared\ClickToRun\Of,"Jun 1, 2026 @ 14:22:07.452",Medium,Unknown,,0
File Path,C:\Users\DELL\AppData\Local\Microsoft\Office\16.0\officeclicktorun.exe_Rules\rule120610v0.xml,file.path,Process: C:\Program Files\Common Files\microsoft shared\ClickToRun\Of,"Jun 1, 2026 @ 14:22:07.453",Medium,Unknown,,0
File Path,C:\Users\DELL\AppData\Local\Microsoft\Office\16.0\officeclicktorun.exe_Rules\rule120611v0.xml,file.path,Process: C:\Program Files\Common Files\microsoft shared\ClickToRun\Of,"Jun 1, 2026 @ 14:22:07.455",Medium,Unknown,,0
File Path,C:\Users\DELL\AppData\Local\Microsoft\Office\16.0\officeclicktorun.exe_Rules\rule120612v0.xml,file.path,Process: C:\Program Files\Common Files\microsoft shared\ClickToRun\Of,"Jun 1, 2026 @ 14:22:07.456",Medium,Unknown,,0
File Path,C:\Users\DELL\AppData\Local\Microsoft\Office\16.0\officeclicktorun.exe_Rules\rule120613v0.xml,file.path,Process: C:\Program Files\Common Files\microsoft shared\ClickToRun\Of,"Jun 1, 2026 @ 14:22:07.457",Medium,Unknown,,0
File Path,C:\Users\DELL\AppData\Local\Microsoft\Office\16.0\officeclicktorun.exe_Rules\rule120614v0.xml,file.path,Process: C:\Program Files\Common Files\microsoft shared\ClickToRun\Of,"Jun 1, 2026 @ 14:22:07.459",Medium,Unknown,,0
File Path,C:\Users\DELL\AppData\Local\Microsoft\Office\16.0\officeclicktorun.exe_Rules\rule120615v0.xml,file.path,Process: C:\Program Files\Common Files\microsoft shared\ClickToRun\Of,"Jun 1, 2026 @ 14:22:07.460",Medium,Unknown,,0
File Path,C:\Users\DELL\AppData\Local\Microsoft\Office\16.0\officeclicktorun.exe_Rules\rule120616v0.xml,file.path,Process: C:\Program Files\Common Files\microsoft shared\ClickToRun\Of,"Jun 1, 2026 @ 14:22:07.461",Medium,Unknown,,0
File Path,C:\Users\DELL\AppData\Local\Microsoft\Office\16.0\officeclicktorun.exe_Rules\rule120617v0.xml,file.path,Process: C:\Program Files\Common Files\microsoft shared\ClickToRun\Of,"Jun 1, 2026 @ 14:22:07.462",Medium,Unknown,,0
